,MSSubClass,LotArea,OverallQual,OverallCond,Houseage,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
690,120,4426,6,5,17,147.0,697.0,151.0,848.0,848,848,3,1.0,2.0,420.0,149.0,0.1,141000
691,60,21535,10,6,27,1170.0,1455.0,989.0,2444.0,2444,4316,10,2.0,3.0,832.0,382.0,50.0,755000
692,60,26178,7,5,32,293.0,965.0,245.0,1210.0,1238,2519,9,2.0,2.0,628.0,320.0,27.0,335000
693,30,5400,5,6,100,0.1,0.1,1073.0,1073.0,1073,1073,4,0.1,1.0,326.0,0.1,0.1,108480
694,50,6120,5,6,85,0.1,0.1,927.0,927.0,1067,1539,5,0.1,2.0,576.0,112.0,0.1,141500
695,20,13811,6,6,34,72.0,980.0,92.0,1112.0,1137,1137,5,1.0,2.0,551.0,125.0,0.1,176000
696,30,6000,5,7,100,0.1,616.0,0.1,616.0,616,616,4,0.1,1.0,205.0,0.1,0.1,89000
697,20,6420,5,7,69,0.1,210.0,219.0,980.0,1148,1148,6,0.1,1.0,308.0,0.1,0.1,123500
698,20,8450,5,8,56,0.1,553.0,224.0,894.0,894,894,5,1.0,1.0,336.0,416.0,144.0,138500
699,120,4282,7,5,17,0.1,16.0,1375.0,1391.0,1391,1391,5,0.1,2.0,530.0,156.0,158.0,196000
700,20,14331,8,5,19,630.0,1274.0,526.0,1800.0,1800,1800,7,1.0,3.0,765.0,270.0,78.0,312500
701,20,9600,7,5,52,168.0,0.1,1164.0,1164.0,1164,1164,6,0.1,2.0,528.0,0.1,0.1,140000
702,60,12438,8,5,15,466.0,0.1,1234.0,1234.0,1264,2576,10,1.0,3.0,666.0,324.0,100.0,361919
703,190,7630,5,9,121,0.1,0.1,360.0,360.0,1032,1812,8,1.0,2.0,672.0,344.0,0.1,140000
704,20,8400,7,5,17,109.0,712.0,761.0,1473.0,1484,1484,7,0.1,2.0,606.0,0.1,35.0,213000
705,190,5600,4,5,91,0.1,0.1,0.1,0.1,372,1092,7,0.1,0.1,0.1,0.1,0.1,55000
706,20,115149,7,5,50,351.0,1219.0,424.0,1643.0,1824,1824,5,2.0,2.0,739.0,380.0,48.0,302000
707,120,6240,8,5,15,176.0,863.0,461.0,1324.0,1324,1324,6,1.0,2.0,550.0,192.0,38.0,254000
708,60,9018,7,5,14,0.1,0.1,728.0,728.0,728,1456,8,1.0,2.0,400.0,100.0,24.0,179540
709,20,7162,5,7,55,41.0,0.1,876.0,876.0,904,904,6,0.1,1.0,408.0,0.1,0.1,109900
710,30,4130,3,6,86,0.1,0.1,270.0,270.0,729,729,5,0.1,0.1,0.1,0.1,0.1,52000
711,50,8712,4,7,121,0.1,0.1,859.0,859.0,859,1178,7,0.1,1.0,384.0,68.0,0.1,102776
712,120,4671,8,5,33,0.1,767.0,461.0,1228.0,1228,1228,5,1.0,2.0,472.0,168.0,120.0,189000
713,190,9873,4,5,51,160.0,789.0,171.0,960.0,960,960,6,0.1,2.0,576.0,0.1,288.0,129000
714,60,13517,6,8,45,289.0,533.0,192.0,725.0,725,1479,6,0.1,2.0,475.0,0.1,44.0,130500
715,20,10140,6,5,47,174.0,0.1,1064.0,1064.0,1350,1350,7,1.0,2.0,478.0,0.1,0.1,165000
716,70,10800,7,8,131,0.1,0.1,718.0,718.0,1576,2554,8,0.1,2.0,704.0,0.1,48.0,159500
717,20,10000,5,6,48,0.1,1084.0,92.0,1176.0,1178,1178,5,1.0,2.0,439.0,224.0,0.1,157000
718,60,10542,7,5,28,651.0,1173.0,138.0,1311.0,1325,2418,9,1.0,3.0,983.0,250.0,154.0,341000
719,20,9920,5,6,52,0.1,523.0,448.0,971.0,971,971,5,1.0,1.0,300.0,0.1,0.1,128500
720,120,6563,8,5,36,0.1,1148.0,594.0,1742.0,1742,1742,5,1.0,2.0,564.0,114.0,28.0,275000
721,120,4426,6,5,17,169.0,662.0,186.0,848.0,848,848,3,0.1,2.0,420.0,160.0,0.1,143000
722,20,8120,4,7,51,0.1,191.0,673.0,864.0,864,864,5,0.1,2.0,463.0,0.1,0.1,124500
723,50,8172,4,6,67,0.1,0.1,941.0,941.0,997,1470,7,0.1,1.0,548.0,0.1,0.1,135000
724,20,13286,9,5,14,340.0,1234.0,464.0,1698.0,1698,1698,8,1.0,3.0,768.0,327.0,64.0,320000
725,20,6960,4,6,51,0.1,375.0,250.0,864.0,864,864,5,0.1,2.0,660.0,96.0,0.1,120500
726,20,21695,6,9,33,260.0,808.0,72.0,880.0,1680,1680,5,1.0,2.0,540.0,292.0,44.0,222000
727,20,7314,7,5,14,82.0,724.0,508.0,1232.0,1232,1232,6,0.1,2.0,632.0,132.0,0.1,194500
728,90,11475,5,5,63,95.0,0.1,1584.0,1584.0,1776,1776,9,0.1,3.0,888.0,0.1,25.0,110000
729,30,6240,4,5,96,0.1,152.0,628.0,780.0,848,1208,5,0.1,2.0,539.0,0.1,23.0,103000
730,120,5389,8,5,26,0.1,1180.0,415.0,1595.0,1616,1616,5,1.0,2.0,608.0,237.0,152.0,236500
731,80,9590,7,5,18,442.0,786.0,82.0,868.0,1146,1146,6,1.0,2.0,438.0,160.0,22.0,187500
732,60,11404,7,5,23,202.0,252.0,901.0,1153.0,1153,2031,8,1.0,2.0,541.0,192.0,84.0,222500
733,20,10000,5,6,60,0.1,594.0,270.0,864.0,1144,1144,6,1.0,1.0,264.0,165.0,0.1,131400
734,20,8978,5,5,53,0.1,0.1,948.0,948.0,948,948,6,0.1,1.0,300.0,147.0,0.1,108000
735,75,10800,7,7,107,0.1,390.0,490.0,880.0,880,1768,6,2.0,2.0,320.0,0.1,341.0,163000
736,90,8544,3,4,71,0.1,0.1,0.1,0.1,1040,1040,6,0.1,2.0,400.0,0.1,0.1,93500
737,60,10463,8,5,16,0.1,0.1,893.0,893.0,901,1801,8,1.0,3.0,800.0,0.1,116.0,239900
738,90,10800,5,5,34,0.1,1200.0,0.1,1200.0,1200,1200,5,0.1,0.1,0.1,120.0,0.1,179000
739,60,9313,7,5,17,0.1,0.1,864.0,864.0,864,1728,7,0.1,2.0,572.0,187.0,56.0,190000
740,70,9600,5,7,111,0.1,0.1,264.0,264.0,768,1432,7,0.1,2.0,360.0,270.0,0.1,132000
741,20,6768,6,8,60,0.1,832.0,80.0,912.0,912,912,5,0.1,1.0,288.0,168.0,0.1,142000
742,20,8450,7,5,21,108.0,0.1,1349.0,1349.0,1349,1349,6,0.1,2.0,539.0,120.0,55.0,179000
743,80,12886,5,6,58,0.1,444.0,76.0,520.0,1464,1464,6,1.0,2.0,480.0,302.0,0.1,175000
744,120,5395,8,5,28,0.1,733.0,604.0,1337.0,1337,1337,5,1.0,2.0,462.0,96.0,0.1,180000
745,60,8963,8,9,45,289.0,575.0,487.0,1142.0,1175,2715,11,2.0,2.0,831.0,0.1,204.0,299800
746,60,8795,7,5,21,0.1,300.0,652.0,952.0,980,2256,8,1.0,2.0,554.0,224.0,54.0,236000
747,70,11700,7,7,141,0.1,0.1,1240.0,1240.0,1320,2640,8,1.0,4.0,864.0,181.0,0.1,265979
748,20,10593,7,5,25,338.0,919.0,801.0,1720.0,1720,1720,7,1.0,2.0,527.0,240.0,56.0,260400
749,50,8405,4,3,76,0.1,0.1,0.1,0.1,1088,1529,9,0.1,1.0,240.0,92.0,0.1,98000
750,50,8800,4,7,111,0.1,0.1,576.0,576.0,792,1140,7,0.1,0.1,0.1,0.1,160.0,96500
751,60,7750,7,5,18,0.1,0.1,660.0,660.0,660,1320,6,0.1,2.0,400.0,0.1,48.0,162000
752,20,9236,6,5,24,0.1,1200.0,279.0,1479.0,1494,1494,6,0.1,2.0,576.0,168.0,27.0,217000
753,60,10240,8,5,16,178.0,0.1,1030.0,1030.0,1038,2098,8,1.0,3.0,878.0,192.0,52.0,275500
754,20,7930,6,8,52,0.1,439.0,115.0,1026.0,1026,1026,5,0.1,2.0,440.0,171.0,48.0,156000
755,160,3230,6,5,22,894.0,381.0,348.0,729.0,742,1471,6,0.1,2.0,440.0,0.1,24.0,172500
756,60,10769,8,5,14,0.1,20.0,846.0,866.0,866,1768,7,0.1,2.0,578.0,144.0,105.0,212000
757,60,11616,6,5,43,328.0,438.0,234.0,672.0,672,1386,6,1.0,2.0,440.0,335.0,0.1,158900
758,160,2280,7,5,22,360.0,549.0,195.0,744.0,757,1501,6,0.1,2.0,440.0,0.1,0.1,179400
759,60,12257,8,5,26,513.0,56.0,1198.0,1318.0,1328,2531,9,1.0,3.0,752.0,222.0,98.0,290000
760,20,9100,6,6,62,0.1,612.0,252.0,864.0,864,864,5,0.1,1.0,300.0,0.1,0.1,127500
761,30,6911,5,5,97,0.1,405.0,740.0,1145.0,1301,1301,5,0.1,2.0,440.0,0.1,0.1,100000
762,60,8640,7,5,12,0.1,24.0,732.0,756.0,764,1547,7,0.1,2.0,614.0,169.0,45.0,215200
763,60,9430,8,5,22,673.0,1163.0,89.0,1252.0,1268,2365,8,1.0,3.0,856.0,0.1,128.0,337000
764,120,9549,8,5,26,0.1,437.0,0.1,1494.0,1494,1494,6,1.0,2.0,481.0,0.1,30.0,270000
765,20,14587,9,5,13,284.0,0.1,1498.0,1498.0,1506,1506,6,1.0,2.0,592.0,0.1,174.0,264132
766,60,10421,7,5,33,42.0,394.0,586.0,980.0,980,1714,7,1.0,2.0,496.0,228.0,66.0,196500
767,50,12508,6,7,81,0.1,660.0,323.0,983.0,983,1750,7,0.1,1.0,423.0,245.0,0.1,160000
768,20,9100,7,5,17,0.1,24.0,1836.0,1860.0,1836,1836,8,1.0,2.0,484.0,120.0,33.0,216837
769,60,53504,8,5,18,603.0,1416.0,234.0,1650.0,1690,3279,12,1.0,3.0,841.0,503.0,36.0,538000
770,85,7252,5,5,39,0.1,685.0,173.0,858.0,858,858,5,0.1,2.0,576.0,120.0,0.1,134900
771,20,8877,4,5,70,0.1,836.0,0.1,836.0,1220,1220,6,0.1,2.0,396.0,0.1,0.1,102000
772,80,7819,6,5,45,0.1,422.0,480.0,1029.0,1117,1117,6,1.0,2.0,672.0,144.0,0.1,107000
773,20,10150,5,5,63,1.0,456.0,456.0,912.0,912,912,5,0.1,1.0,275.0,0.1,0.1,114500
774,20,14226,8,5,15,375.0,0.1,1935.0,1935.0,1973,1973,9,1.0,3.0,895.0,315.0,45.0,395000
775,120,4500,6,5,23,320.0,866.0,338.0,1204.0,1204,1204,5,0.1,2.0,412.0,0.1,247.0,162000
776,20,11210,7,5,16,240.0,20.0,1594.0,1614.0,1614,1614,7,0.1,3.0,865.0,144.0,59.0,221500
777,20,13350,5,5,47,0.1,762.0,102.0,864.0,894,894,5,1.0,2.0,440.0,241.0,0.1,142500
778,90,8400,5,5,44,320.0,0.1,0.1,0.1,2020,2020,10,2.0,2.0,630.0,0.1,0.1,144000
779,90,10530,6,5,44,90.0,975.0,0.1,975.0,1004,1004,4,0.1,2.0,504.0,0.1,0.1,135000
780,20,7875,7,5,26,38.0,0.1,1237.0,1237.0,1253,1253,6,1.0,2.0,402.0,220.0,21.0,176000
781,60,7153,6,5,29,0.1,387.0,374.0,761.0,810,1603,7,0.1,2.0,484.0,0.1,124.0,175900
782,20,16285,7,5,20,0.1,0.1,1413.0,1413.0,1430,1430,6,0.1,2.0,605.0,0.1,33.0,187100
783,85,9101,5,6,43,104.0,1097.0,0.1,1097.0,1110,1110,4,1.0,2.0,602.0,303.0,30.0,165500
784,75,6300,6,6,107,0.1,0.1,742.0,742.0,742,1484,9,1.0,0.1,0.1,0.1,291.0,128000
785,20,9790,6,5,54,0.1,251.0,491.0,1372.0,1342,1342,7,1.0,2.0,457.0,0.1,0.1,161500
786,50,10800,5,6,106,0.1,686.0,0.1,686.0,966,1652,7,0.1,1.0,416.0,0.1,0.1,139000
787,60,10142,7,5,17,0.1,656.0,300.0,956.0,956,2084,8,0.1,2.0,618.0,0.1,45.0,233000
788,20,6000,4,7,67,0.1,0.1,901.0,901.0,901,901,4,0.1,1.0,281.0,0.1,0.1,107900
789,60,12205,6,8,55,157.0,568.0,264.0,832.0,976,2087,9,0.1,2.0,444.0,133.0,168.0,187500
790,120,3182,7,5,16,11.0,16.0,1129.0,1145.0,1145,1145,5,1.0,2.0,397.0,100.0,16.0,160200
791,80,11333,6,5,45,0.1,539.0,490.0,1029.0,1062,1062,5,2.0,2.0,539.0,120.0,0.1,146800
792,60,9920,7,5,25,0.1,862.0,255.0,1117.0,1127,2013,8,1.0,2.0,455.0,180.0,130.0,269790
793,20,9158,8,5,14,140.0,0.1,1496.0,1496.0,1496,1496,7,0.1,2.0,474.0,168.0,130.0,225000
794,60,10832,7,5,27,0.1,0.1,712.0,712.0,1086,1895,7,1.0,2.0,409.0,143.0,46.0,194500
795,60,8400,6,6,41,130.0,0.1,650.0,650.0,888,1564,7,1.0,2.0,476.0,0.1,50.0,171000
796,20,8197,6,5,44,148.0,0.1,660.0,660.0,1285,1285,7,1.0,2.0,528.0,138.0,0.1,143500
797,20,7677,5,5,68,0.1,570.0,203.0,773.0,773,773,4,0.1,1.0,240.0,0.1,0.1,110000
798,60,13518,9,5,13,860.0,0.1,1926.0,1926.0,1966,3140,11,2.0,3.0,820.0,144.0,78.0,485000
799,50,7200,5,7,84,252.0,569.0,162.0,731.0,981,1768,7,2.0,1.0,240.0,0.1,0.1,175000
800,60,12798,6,5,24,0.1,462.0,154.0,616.0,616,1688,8,0.1,2.0,603.0,403.0,114.0,200000
801,30,4800,4,7,105,0.1,197.0,999.0,1196.0,1196,1196,5,0.1,2.0,440.0,0.1,0.1,109900
802,60,8199,7,5,16,0.1,648.0,80.0,728.0,728,1456,7,1.0,2.0,410.0,36.0,18.0,189000
803,60,13891,9,5,13,424.0,0.1,1734.0,1734.0,1734,2822,12,1.0,3.0,1020.0,52.0,170.0,582933
804,20,9000,5,5,67,0.1,812.0,124.0,936.0,1128,1128,5,0.1,1.0,286.0,0.1,0.1,118000
805,20,12274,7,5,13,256.0,0.1,1417.0,1417.0,1428,1428,6,0.1,2.0,554.0,0.1,60.0,227680
806,80,9750,5,5,54,0.1,400.0,100.0,980.0,980,980,6,0.1,1.0,384.0,68.0,0.1,135500
807,70,21384,5,6,98,0.1,1309.0,15.0,1324.0,1072,1576,6,1.0,2.0,528.0,0.1,312.0,223500
808,80,13400,5,5,55,1047.0,516.0,380.0,1024.0,1086,1086,6,1.0,2.0,484.0,0.1,0.1,159950
809,75,8100,5,5,123,0.1,0.1,849.0,849.0,1075,2138,11,0.1,2.0,360.0,40.0,156.0,106000
810,20,10140,6,6,47,99.0,663.0,0.1,1040.0,1309,1309,5,1.0,2.0,484.0,265.0,0.1,181000
811,120,4438,6,5,17,169.0,662.0,186.0,848.0,848,848,4,1.0,2.0,420.0,140.0,0.1,144500
812,20,8712,5,5,69,0.1,0.1,540.0,540.0,1044,1044,4,0.1,2.0,504.0,0.1,0.1,55993
813,20,9750,6,6,63,243.0,608.0,834.0,1442.0,1442,1442,7,0.1,1.0,301.0,0.1,0.1,157900
814,50,8248,5,7,103,0.1,0.1,686.0,686.0,686,1250,7,0.1,1.0,280.0,207.0,0.1,116000
815,20,12137,7,5,23,442.0,0.1,1649.0,1649.0,1661,1661,6,0.1,2.0,598.0,0.1,34.0,224900
816,20,11425,5,6,67,0.1,486.0,522.0,1008.0,1008,1008,4,1.0,1.0,275.0,0.1,0.1,137000
817,20,13265,8,5,19,148.0,1218.0,350.0,1568.0,1689,1689,7,2.0,3.0,857.0,150.0,59.0,271000
818,80,8816,6,7,50,80.0,504.0,506.0,1010.0,1052,1052,6,0.1,2.0,440.0,0.1,0.1,155000
819,120,6371,7,5,12,128.0,733.0,625.0,1358.0,1358,1358,6,1.0,2.0,484.0,192.0,35.0,224000
820,60,7226,7,5,18,0.1,0.1,798.0,798.0,798,1640,6,0.1,2.0,595.0,0.1,45.0,183000
821,20,6000,4,4,68,0.1,0.1,936.0,936.0,936,936,4,0.1,2.0,576.0,0.1,32.0,93000
822,60,12394,7,5,18,0.1,0.1,847.0,847.0,847,1733,7,1.0,2.0,433.0,100.0,48.0,225000
823,50,9900,6,7,81,0.1,0.1,778.0,778.0,944,1489,7,1.0,1.0,240.0,335.0,0.1,139500
824,20,11216,8,5,15,0.1,0.1,1489.0,1489.0,1489,1489,7,1.0,2.0,776.0,0.1,140.0,232600
825,20,14803,10,5,14,816.0,1636.0,442.0,2078.0,2084,2084,7,1.0,3.0,1220.0,188.0,45.0,385000
826,45,6130,5,6,97,0.1,784.0,0.1,784.0,784,784,5,0.1,0.1,0.1,0.1,0.1,109500
827,20,8529,7,5,20,0.1,20.0,1434.0,1454.0,1434,1434,6,1.0,2.0,527.0,290.0,39.0,189000
828,60,28698,5,5,54,0.1,249.0,0.1,1013.0,1160,2126,7,0.1,2.0,538.0,486.0,0.1,185000
829,160,2544,7,5,16,0.1,0.1,600.0,600.0,520,1223,4,0.1,2.0,480.0,0.1,166.0,147400
830,20,11900,6,5,64,387.0,1040.0,352.0,1392.0,1392,1392,6,2.0,2.0,458.0,0.1,0.1,166000
831,160,3180,7,5,16,0.1,0.1,600.0,600.0,520,1200,4,0.1,2.0,480.0,0.1,166.0,151000
832,60,9548,7,6,18,223.0,483.0,458.0,941.0,941,1829,7,1.0,2.0,613.0,192.0,39.0,237000
833,20,10004,6,6,57,180.0,196.0,975.0,1516.0,1516,1516,6,0.1,2.0,472.0,0.1,0.1,167000
834,20,7875,5,6,60,136.0,572.0,572.0,1144.0,1144,1144,6,0.1,2.0,456.0,0.1,0.1,139950
835,20,9600,4,7,71,0.1,442.0,625.0,1067.0,1067,1067,4,0.1,2.0,436.0,290.0,0.1,128000
836,30,8100,5,6,73,0.1,338.0,1221.0,1559.0,1559,1559,5,0.1,2.0,812.0,0.1,116.0,153500
837,160,1680,6,5,48,158.0,330.0,153.0,483.0,483,987,5,0.1,1.0,264.0,0.1,0.1,100000
838,20,9525,5,6,26,0.1,0.1,1099.0,1099.0,1099,1099,6,0.1,1.0,352.0,278.0,0.1,144000
839,50,11767,5,6,75,0.1,352.0,416.0,768.0,768,1200,6,0.1,1.0,240.0,0.1,0.1,130500
840,70,12155,6,8,96,0.1,156.0,516.0,672.0,810,1482,7,0.1,1.0,400.0,0.1,0.1,140000
841,70,10440,5,8,117,0.1,0.1,650.0,650.0,958,1539,8,1.0,2.0,686.0,70.0,78.0,157500
842,80,9020,6,7,55,183.0,312.0,276.0,1127.0,1165,1165,6,0.1,2.0,490.0,0.1,129.0,174900
843,90,8000,5,4,60,0.1,0.1,1800.0,1800.0,1800,1800,10,0.1,0.1,0.1,0.1,0.1,141000
844,50,12665,5,8,106,0.1,0.1,876.0,876.0,876,1416,7,1.0,3.0,720.0,418.0,0.1,153900
845,85,16647,5,5,46,0.1,1390.0,0.1,1390.0,1701,1701,6,2.0,2.0,611.0,0.1,0.1,171000
846,60,9317,7,5,28,137.0,513.0,227.0,740.0,1006,1775,7,1.0,2.0,425.0,234.0,72.0,213000
847,20,15523,5,6,49,0.1,460.0,404.0,864.0,864,864,5,1.0,1.0,338.0,0.1,0.1,133500
848,50,45600,6,8,113,0.1,0.1,907.0,907.0,1307,2358,10,1.0,2.0,360.0,486.0,40.0,240000
849,80,9600,6,7,45,360.0,0.1,528.0,528.0,1094,1855,7,1.0,2.0,512.0,113.0,100.0,187000
850,120,4435,6,5,18,170.0,659.0,189.0,848.0,848,848,3,0.1,2.0,420.0,140.0,0.1,131500
851,120,3196,8,5,18,40.0,0.1,1273.0,1273.0,1456,1456,7,1.0,2.0,400.0,143.0,20.0,215000
852,75,7128,7,5,80,0.1,364.0,554.0,918.0,918,1646,7,2.0,1.0,240.0,0.1,0.1,164000
853,80,12095,6,6,57,115.0,564.0,563.0,1127.0,1445,1445,7,1.0,2.0,645.0,180.0,0.1,158000
854,20,17920,5,4,66,0.1,306.0,372.0,1763.0,1779,1779,6,1.0,2.0,454.0,0.1,418.0,170000
855,20,6897,5,8,59,0.1,659.0,381.0,1040.0,1040,1040,6,0.1,1.0,260.0,0.1,104.0,127000
856,80,10970,6,6,43,0.1,505.0,0.1,940.0,1026,1026,5,0.1,2.0,576.0,0.1,0.1,147000
857,60,8125,6,5,27,0.1,0.1,702.0,702.0,702,1481,6,1.0,2.0,343.0,0.1,36.0,174000
858,20,10400,7,5,45,189.0,0.1,1090.0,1090.0,1370,1370,6,1.0,2.0,479.0,0.1,0.1,152000
859,60,11029,6,7,53,220.0,619.0,435.0,1054.0,1512,2654,9,1.0,2.0,619.0,0.1,65.0,250000
860,50,7642,7,8,103,0.1,0.1,912.0,912.0,912,1426,7,1.0,1.0,216.0,0.1,240.0,189950
861,190,11625,5,4,56,0.1,841.0,198.0,1039.0,1039,1039,6,0.1,2.0,504.0,0.1,0.1,131500
862,20,9672,6,5,37,0.1,338.0,702.0,1040.0,1097,1097,6,0.1,2.0,480.0,0.1,0.1,152000
863,20,7931,5,5,62,0.1,1148.0,0.1,1148.0,1148,1148,6,0.1,1.0,672.0,0.1,0.1,132500
864,20,8640,7,5,14,0.1,0.1,1372.0,1372.0,1372,1372,6,0.1,2.0,529.0,0.1,140.0,250580
865,20,8750,5,6,51,76.0,828.0,174.0,1002.0,1002,1002,5,0.1,2.0,902.0,0.1,0.1,148500
866,20,10656,8,5,15,274.0,0.1,1638.0,1638.0,1646,1646,6,1.0,3.0,870.0,192.0,80.0,248900
867,20,6970,4,5,60,0.1,932.0,108.0,1040.0,1120,1120,5,0.1,2.0,544.0,168.0,0.1,129000
868,60,14762,5,6,73,0.1,0.1,0.1,0.1,1547,2320,7,1.0,2.0,672.0,120.0,144.0,169000
869,60,9938,7,5,28,246.0,750.0,300.0,1050.0,1062,1949,8,1.0,2.0,574.0,156.0,90.0,236000
870,20,6600,5,5,59,0.1,0.1,894.0,894.0,894,894,5,0.1,1.0,308.0,0.1,0.1,109500
871,60,8750,6,5,23,116.0,505.0,299.0,804.0,804,1682,7,0.1,2.0,523.0,0.1,77.0,200500
872,20,8892,5,7,68,0.1,0.1,105.0,105.0,910,910,5,0.1,2.0,414.0,196.0,0.1,116000
873,40,12144,5,7,72,0.1,375.0,457.0,832.0,1036,1268,6,1.0,1.0,288.0,0.1,28.0,133000
874,50,5720,5,6,80,0.1,0.1,676.0,676.0,676,1131,5,0.1,1.0,200.0,26.0,0.1,66500
875,60,9000,8,5,14,0.1,64.0,1120.0,1184.0,1184,2610,11,1.0,2.0,550.0,208.0,364.0,303477
876,20,25286,4,5,58,0.1,633.0,431.0,1064.0,1040,1040,5,0.1,2.0,648.0,0.1,0.1,132250
877,60,8834,9,5,17,216.0,1170.0,292.0,1462.0,1462,2224,10,1.0,3.0,738.0,184.0,0.1,350000
878,85,11782,5,7,60,0.1,899.0,210.0,1109.0,1155,1155,6,0.1,2.0,576.0,192.0,0.1,148000
879,20,7000,5,8,43,90.0,646.0,218.0,864.0,864,864,6,0.1,1.0,336.0,0.1,0.1,136500
880,20,7024,5,5,16,0.1,980.0,110.0,1090.0,1090,1090,5,0.1,2.0,450.0,0.1,49.0,157000
881,50,13758,7,5,31,117.0,902.0,254.0,1156.0,1187,1717,7,1.0,2.0,400.0,168.0,36.0,187500
882,60,9636,6,5,29,0.1,0.1,808.0,808.0,808,1593,7,1.0,2.0,389.0,342.0,40.0,178000
883,75,6204,4,5,109,0.1,0.1,795.0,795.0,954,2230,10,0.1,1.0,440.0,0.1,188.0,118500
884,20,7150,5,5,54,60.0,432.0,460.0,892.0,892,892,5,0.1,1.0,288.0,0.1,0.1,100000
885,120,5119,9,5,22,60.0,1238.0,460.0,1698.0,1709,1709,5,1.0,2.0,506.0,97.0,65.0,328900
886,90,8393,5,5,62,122.0,528.0,1098.0,1626.0,1712,1712,8,0.1,2.0,588.0,272.0,54.0,145000
887,50,16466,5,7,66,0.1,0.1,816.0,816.0,872,1393,8,0.1,1.0,300.0,121.0,0.1,135500
888,20,15865,8,6,51,0.1,351.0,1043.0,2217.0,2217,2217,8,1.0,2.0,621.0,81.0,207.0,268000
889,20,12160,6,4,68,90.0,1024.0,481.0,1505.0,1505,1505,6,1.0,2.0,505.0,0.1,0.1,149500
890,50,8064,5,7,72,0.1,0.1,672.0,672.0,672,924,6,1.0,2.0,576.0,0.1,0.1,122900
891,60,11184,6,5,43,92.0,226.0,192.0,918.0,918,1683,7,1.0,2.0,440.0,243.0,0.1,172500
892,20,8414,6,8,58,0.1,663.0,396.0,1059.0,1068,1068,6,0.1,1.0,264.0,192.0,0.1,154500
893,20,13284,5,5,67,0.1,1064.0,319.0,1383.0,1383,1383,6,1.0,1.0,354.0,511.0,116.0,165000
894,90,7018,5,5,42,0.1,0.1,0.1,0.1,1535,1535,8,0.1,2.0,400.0,0.1,0.1,118858
895,60,7056,6,5,58,415.0,400.0,380.0,780.0,983,1796,8,1.0,2.0,483.0,0.1,50.0,140000
896,30,8765,4,6,85,0.1,285.0,666.0,951.0,951,951,6,0.1,1.0,327.0,0.1,28.0,106500
897,90,7018,5,5,42,0.1,0.1,0.1,0.1,1120,2240,12,0.1,2.0,528.0,154.0,0.1,142953
898,20,12919,9,5,12,760.0,2188.0,142.0,2330.0,2364,2364,11,2.0,3.0,820.0,0.1,67.0,611657
899,20,6993,5,7,60,0.1,465.0,447.0,912.0,1236,1236,6,1.0,1.0,288.0,0.1,0.1,135000
900,20,7340,4,6,50,0.1,322.0,536.0,858.0,858,858,4,0.1,1.0,684.0,0.1,0.1,110000
901,20,8712,5,7,64,0.1,860.0,132.0,992.0,1306,1306,5,0.1,1.0,756.0,0.1,0.1,153000
902,60,7875,7,5,18,0.1,0.1,783.0,783.0,807,1509,8,1.0,2.0,393.0,0.1,75.0,180000
903,20,14859,7,5,15,27.0,0.1,1670.0,1670.0,1670,1670,7,1.0,3.0,690.0,144.0,60.0,240000
904,20,6173,5,6,54,75.0,599.0,277.0,876.0,902,902,6,0.1,1.0,288.0,0.1,0.1,125500
905,20,9920,5,5,67,110.0,354.0,412.0,1056.0,1063,1063,6,0.1,1.0,280.0,0.1,0.1,128000
906,20,13501,8,5,15,208.0,63.0,1560.0,1623.0,1636,1636,8,1.0,3.0,865.0,0.1,60.0,255000
907,50,11500,7,7,85,0.1,223.0,794.0,1017.0,1020,2057,6,1.0,1.0,180.0,0.1,0.1,250000
908,20,8885,5,5,38,0.1,301.0,239.0,864.0,902,902,5,0.1,2.0,484.0,164.0,0.1,131000
909,60,12589,6,5,16,0.1,0.1,742.0,742.0,742,1484,8,1.0,2.0,390.0,36.0,24.0,174000
910,90,11600,5,5,61,361.0,443.0,662.0,1105.0,1105,2274,12,0.1,2.0,480.0,0.1,0.1,154300
911,20,9286,5,7,44,0.1,196.0,1072.0,1268.0,1268,1268,5,0.1,1.0,252.0,173.0,0.1,143500
912,30,6120,5,7,96,0.1,489.0,279.0,768.0,1015,1015,6,0.1,1.0,450.0,0.1,0.1,88000
913,90,6270,5,6,72,0.1,284.0,717.0,1001.0,1001,2002,8,0.1,3.0,871.0,0.1,0.1,145000
914,160,3000,6,5,12,76.0,294.0,318.0,612.0,612,1224,4,0.1,2.0,528.0,0.1,234.0,173733
915,160,2001,4,5,51,80.0,0.1,546.0,546.0,546,1092,6,0.1,1.0,286.0,0.1,0.1,75000
916,20,9000,2,3,72,0.1,50.0,430.0,480.0,480,480,4,0.1,1.0,308.0,0.1,0.1,35311
917,20,17140,4,6,65,0.1,1059.0,75.0,1134.0,1229,1229,6,0.1,1.0,284.0,0.1,0.1,135000
918,60,13125,7,5,30,0.1,48.0,422.0,1104.0,912,2127,8,1.0,3.0,833.0,72.0,192.0,238000
919,20,11029,6,8,63,0.1,528.0,245.0,1184.0,1414,1414,6,1.0,2.0,601.0,0.1,51.0,176500
