ап1,MSSubClass,LotArea,OverallQual,OverallCond,Houseage,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
878,85,11782,5,7,60,0.1,899,210,1109,1155,1155,6,0.1,2,576,192,0.1,148000
879,20,7000,5,8,43,90,646,218,864,864,864,6,0.1,1,336,0.1,0.1,136500
880,20,7024,5,5,16,0.1,980,110,1090,1090,1090,5,0.1,2,450,0.1,49,157000
881,50,13758,7,5,31,117,902,254,1156,1187,1717,7,1,2,400,168,36,187500
882,60,9636,6,5,29,0.1,0.1,808,808,808,1593,7,1,2,389,342,40,178000
883,75,6204,4,5,109,0.1,0.1,795,795,954,2230,10,0.1,1,440,0.1,188,118500
884,20,7150,5,5,54,60,432,460,892,892,892,5,0.1,1,288,0.1,0.1,100000
885,120,5119,9,5,22,60,1238,460,1698,1709,1709,5,1,2,506,97,65,328900
886,90,8393,5,5,62,122,528,1098,1626,1712,1712,8,0.1,2,588,272,54,145000
887,50,16466,5,7,66,0.1,0.1,816,816,872,1393,8,0.1,1,300,121,0.1,135500
888,20,15865,8,6,51,0.1,351,1043,2217,2217,2217,8,1,2,621,81,207,268000
889,20,12160,6,4,68,90,1024,481,1505,1505,1505,6,1,2,505,0.1,0.1,149500
890,50,8064,5,7,72,0.1,0.1,672,672,672,924,6,1,2,576,0.1,0.1,122900
891,60,11184,6,5,43,92,226,192,918,918,1683,7,1,2,440,243,0.1,172500
892,20,8414,6,8,58,0.1,663,396,1059,1068,1068,6,0.1,1,264,192,0.1,154500
893,20,13284,5,5,67,0.1,1064,319,1383,1383,1383,6,1,1,354,511,116,165000
894,90,7018,5,5,42,0.1,0.1,0.1,0.1,1535,1535,8,0.1,2,400,0.1,0.1,118858
895,60,7056,6,5,58,415,400,380,780,983,1796,8,1,2,483,0.1,50,140000
896,30,8765,4,6,85,0.1,285,666,951,951,951,6,0.1,1,327,0.1,28,106500
897,90,7018,5,5,42,0.1,0.1,0.1,0.1,1120,2240,12,0.1,2,528,154,0.1,142953
898,20,12919,9,5,12,760,2188,142,2330,2364,2364,11,2,3,820,0.1,67,611657
899,20,6993,5,7,60,0.1,465,447,912,1236,1236,6,1,1,288,0.1,0.1,135000
900,20,7340,4,6,50,0.1,322,536,858,858,858,4,0.1,1,684,0.1,0.1,110000
901,20,8712,5,7,64,0.1,860,132,992,1306,1306,5,0.1,1,756,0.1,0.1,153000
902,60,7875,7,5,18,0.1,0.1,783,783,807,1509,8,1,2,393,0.1,75,180000
903,20,14859,7,5,15,27,0.1,1670,1670,1670,1670,7,1,3,690,144,60,240000
904,20,6173,5,6,54,75,599,277,876,902,902,6,0.1,1,288,0.1,0.1,125500
905,20,9920,5,5,67,110,354,412,1056,1063,1063,6,0.1,1,280,0.1,0.1,128000
906,20,13501,8,5,15,208,63,1560,1623,1636,1636,8,1,3,865,0.1,60,255000
907,50,11500,7,7,85,0.1,223,794,1017,1020,2057,6,1,1,180,0.1,0.1,250000
908,20,8885,5,5,38,0.1,301,239,864,902,902,5,0.1,2,484,164,0.1,131000
909,60,12589,6,5,16,0.1,0.1,742,742,742,1484,8,1,2,390,36,24,174000
910,90,11600,5,5,61,361,443,662,1105,1105,2274,12,0.1,2,480,0.1,0.1,154300
911,20,9286,5,7,44,0.1,196,1072,1268,1268,1268,5,0.1,1,252,173,0.1,143500
912,30,6120,5,7,96,0.1,489,279,768,1015,1015,6,0.1,1,450,0.1,0.1,88000
913,90,6270,5,6,72,0.1,284,717,1001,1001,2002,8,0.1,3,871,0.1,0.1,145000
914,160,3000,6,5,12,76,294,318,612,612,1224,4,0.1,2,528,0.1,234,173733
915,160,2001,4,5,51,80,0.1,546,546,546,1092,6,0.1,1,286,0.1,0.1,75000
916,20,9000,2,3,72,0.1,50,430,480,480,480,4,0.1,1,308,0.1,0.1,35311
917,20,17140,4,6,65,0.1,1059,75,1134,1229,1229,6,0.1,1,284,0.1,0.1,135000
918,60,13125,7,5,30,0.1,48,422,1104,912,2127,8,1,3,833,72,192,238000
919,20,11029,6,8,63,0.1,528,245,1184,1414,1414,6,1,2,601,0.1,51,176500
920,60,8462,6,5,27,105,814,114,928,936,1721,7,0.1,2,471,300,87,201000
921,90,8777,5,7,121,0.1,1084,188,1272,1272,2200,9,0.1,0.1,0.1,0.1,70,145900
922,20,10237,6,5,16,0.1,28,1288,1316,1316,1316,6,1,2,397,100,0.1,169990
923,120,8012,6,5,28,0.1,165,598,1604,1617,1617,5,1,2,533,0.1,69,193000
924,20,10240,6,6,41,157,625,0.1,1686,1686,1686,7,1,2,612,384,131,207500
925,20,15611,5,6,44,0.1,767,266,1126,1126,1126,6,0.1,2,540,180,0.1,175000
926,60,11999,8,5,18,340,0.1,1181,1181,1234,2374,10,1,3,656,104,100,285000
927,60,9900,7,5,53,342,552,280,832,1098,1978,9,1,2,486,0.1,43,176000
928,20,11838,8,5,20,0.1,0.1,1753,1753,1788,1788,7,1,2,522,202,151,236500
929,60,13006,7,5,24,285,0.1,964,964,993,2236,8,1,2,642,0.1,0.1,222000
930,20,8925,8,5,14,0.1,16,1450,1466,1466,1466,7,0.1,3,610,100,18,201000
931,20,9100,5,6,56,0.1,338,121,925,925,925,5,0.1,1,429,0.1,0.1,117500
932,20,11670,9,5,15,302,0.1,1905,1905,1905,1905,8,1,3,788,0.1,191,320000
933,20,8487,7,5,17,210,20,1480,1500,1500,1500,6,0.1,2,570,192,36,190000
934,20,27650,7,7,61,0.1,425,160,585,2069,2069,9,1,2,505,0.1,0.1,242000
935,30,5825,4,5,95,108,0.1,600,600,747,747,5,0.1,2,528,0.1,0.1,79900
937,60,9675,7,5,16,0.1,341,772,1113,1113,1971,8,1,2,689,0.1,48,253000
938,60,8760,7,5,15,0.1,464,927,1391,1391,1962,7,0.1,3,868,0.1,90,239799
939,70,24090,7,7,81,0.1,0.1,1032,1032,1207,2403,10,2,1,349,56,0.1,244400
940,90,12640,6,5,45,0.1,936,396,1728,1728,1728,8,0.1,2,574,40,0.1,150900
941,60,8755,7,5,22,298,772,220,992,1022,2060,8,1,2,390,0.1,0.1,214000
942,90,7711,4,3,44,0.1,1440,0.1,1440,1440,1440,8,0.1,0.1,0.1,321,0.1,150000
943,90,25000,5,4,54,0.1,0.1,1632,1632,1632,1632,8,0.1,2,576,0.1,0.1,143000
944,20,14375,6,6,63,541,111,354,819,1344,1344,7,1,2,525,0.1,118,137500
945,50,8820,5,6,131,0.1,1088,0.1,1088,1188,1869,7,0.1,2,456,48,0.1,124900
946,80,8163,5,6,62,128,748,102,1144,1144,1144,6,1,1,796,86,0.1,143000
947,20,14536,8,5,19,236,1300,316,1616,1629,1629,9,1,3,808,0.1,252,270000
948,60,14006,7,5,19,144,0.1,936,936,936,1776,7,1,2,474,144,96,192500
949,20,9360,6,7,49,0.1,982,179,1161,1381,1381,5,1,2,676,0.1,0.1,197500
950,20,7200,5,8,71,0.1,398,317,864,864,864,5,0.1,2,720,194,0.1,129000
951,20,7800,5,5,56,0.1,641,187,828,965,965,6,0.1,1,300,421,0.1,119900
952,85,7200,5,8,49,0.1,660,108,768,768,768,5,0.1,1,396,192,0.1,133900
953,60,11075,5,4,52,232,562,29,784,1168,1968,7,1,2,530,305,189,172000
954,90,9400,6,5,46,250,945,0.1,945,980,980,4,0.1,0.1,0.1,0.1,0.1,127500
955,90,7136,6,6,75,423,484,495,979,979,1958,8,0.1,2,492,0.1,0.1,145000
956,160,1300,6,6,41,0.1,285,276,561,561,1229,5,1,2,462,150,0.1,124000
957,20,7420,5,5,59,0.1,417,640,1057,1057,1057,6,0.1,2,576,0.1,0.1,132000
958,20,8450,7,5,18,0.1,699,638,1337,1337,1337,6,0.1,2,531,0.1,39,185000
959,160,2572,7,5,22,0.1,604,92,696,696,1416,6,0.1,2,484,0.1,44,155000
960,20,7207,5,7,63,0.1,696,162,858,858,858,4,0.1,0.1,0.1,117,0.1,116500
961,60,12227,6,7,44,424,896,434,1330,1542,2872,11,1,2,619,550,282,272000
962,160,2308,6,6,45,0.1,556,248,804,804,1548,7,1,2,440,48,0.1,155000
963,20,11923,9,5,14,0.1,0.1,1800,1800,1800,1800,7,0.1,2,702,288,136,239000
964,60,11316,7,5,19,44,624,193,817,824,1894,8,1,2,510,0.1,40,214900
965,60,10237,6,5,16,0.1,0.1,783,783,783,1484,8,1,2,393,0.1,72,178900
966,50,9600,5,7,81,0.1,428,300,728,976,1308,7,2,1,256,0.1,70,160000
967,20,7390,5,7,66,151,902,196,1098,1098,1098,6,0.1,1,260,0.1,0.1,135000
968,50,5925,3,6,111,0.1,0.1,600,600,600,968,6,0.1,0.1,0.1,0.1,0.1,37900
969,190,10382,6,5,63,105,513,75,588,1095,1095,6,0.1,1,264,0.1,0.1,140000
970,50,10800,4,4,72,0.1,0.1,720,720,720,1192,6,0.1,0.1,0.1,0.1,0.1,135000
971,160,2268,7,5,18,106,567,197,764,764,1626,6,0.1,2,474,0.1,27,173000
972,120,7892,6,5,42,0.1,0.1,918,918,918,918,5,1,1,264,28,0.1,99500
974,70,11414,7,8,111,0.1,0.1,728,728,1136,2019,8,0.1,2,532,509,135,167500
975,160,2651,7,5,21,0.1,641,32,673,673,1382,6,0.1,2,490,153,50,165000
976,30,5900,4,7,98,0.1,0.1,440,440,869,869,4,0.1,0.1,0.1,0.1,0.1,85500
978,20,9450,4,5,67,0.1,552,342,894,894,894,5,0.1,2,400,0.1,0.1,110000
979,20,8816,5,6,58,0.1,651,470,1121,1121,1121,5,0.1,2,480,0.1,80,139000
980,85,12122,7,9,60,210,867,77,944,999,999,6,0.1,2,588,144,76,178400
981,60,12203,8,5,23,975,854,371,1225,1276,2612,8,1,3,676,250,0.1,336000
982,20,3182,7,5,14,16,0.1,1266,1266,1266,1266,6,1,2,388,100,16,159895
983,60,11250,8,5,19,0.1,0.1,1128,1128,1149,2290,9,1,2,779,0.1,0.1,255900
984,90,10125,5,5,44,0.1,0.1,0.1,0.1,1302,1734,8,0.1,2,539,0.1,0.1,126000
985,190,10880,5,5,71,0.1,1040,124,1164,1164,1164,5,0.1,1,240,0.1,48,125000
986,50,5310,6,8,111,0.1,0.1,485,485,1001,1635,5,0.1,1,255,394,0.1,117000
987,20,10159,9,5,12,450,1646,284,1930,1940,1940,8,1,3,606,168,95,395192
988,60,12046,6,6,45,298,156,692,848,1118,2030,8,1,2,551,0.1,224,195000
989,60,8125,7,5,15,0.1,0.1,770,770,778,1576,6,0.1,2,614,0.1,50,197000
990,60,9452,8,5,24,423,1074,322,1396,1407,2392,7,1,3,870,0.1,70,348000
991,70,17671,8,9,139,0.1,216,700,916,916,1742,8,1,2,424,0.1,169,168000
992,60,9760,6,8,57,340,536,169,822,1020,1851,7,1,2,440,239,42,187000
993,60,8846,6,5,16,0.1,0.1,750,750,750,1500,6,0.1,2,564,0.1,35,173900
994,20,12456,10,5,15,230,1172,528,1700,1718,1718,7,1,3,786,216,48,337500
995,50,4712,4,7,75,0.1,384,363,747,774,1230,5,0.1,1,305,0.1,57,121600
996,20,10659,5,6,60,0.1,915,135,1050,1050,1050,6,0.1,1,368,0.1,319,136500
997,20,11717,6,6,51,571,0.1,1442,1442,1442,1442,6,1,2,615,371,0.1,185000
998,30,9786,3,4,99,0.1,0.1,1007,1007,1077,1077,6,1,1,210,0.1,100,91000
999,20,6762,7,5,15,24,686,501,1187,1208,1208,6,0.1,2,632,105,61,206000
1000,20,10206,3,3,69,0.1,0.1,0.1,0.1,944,944,4,0.1,2,528,0.1,0.1,82000
1001,30,5400,5,6,101,0.1,0.1,691,691,691,691,4,0.1,1,216,0.1,20,86000
1002,20,11957,8,5,15,53,24,1550,1574,1574,1574,7,1,3,824,144,104,232000
1003,90,11500,5,6,45,164,0.1,1680,1680,1680,1680,8,0.1,2,528,0.1,0.1,136905
1004,120,3182,7,5,16,16,16,1330,1346,1504,1504,7,1,2,457,156,0.1,181000
1005,80,8385,5,8,44,220,595,390,985,985,985,6,0.1,1,328,210,0.1,149900
1006,20,12155,6,3,51,0.1,1237,420,1657,1657,1657,7,1,2,484,0.1,0.1,163500
1007,160,2217,4,4,51,0.1,273,0.1,546,546,1092,6,0.1,1,286,238,0.1,88000
1008,20,12118,7,5,17,108,0.1,1710,1710,1710,1710,7,1,2,550,100,48,240000
1009,50,6000,5,5,95,0.1,0.1,1008,1008,1008,1522,7,0.1,0.1,0.1,0.1,0.1,102000
1010,50,21286,5,5,73,0.1,0.1,720,720,720,1271,7,1,1,312,0.1,0.1,135000
1011,90,9825,5,5,56,0.1,0.1,0.1,0.1,1664,1664,8,0.1,0.1,0.1,0.1,0.1,100000
1012,70,10592,6,7,98,0.1,0.1,602,602,900,1502,7,2,1,180,96,0.1,165000
1013,30,7200,5,4,111,0.1,247,310,1022,1022,1022,4,0.1,1,280,0.1,30,85000
1014,20,11664,6,5,73,206,336,746,1082,1082,1082,5,1,1,240,0.1,130,119200
1015,60,8400,8,6,20,0.1,643,167,810,810,1665,6,0.1,2,528,0.1,45,227000
1016,20,11883,7,5,25,196,690,814,1504,1504,1504,6,1,2,478,115,66,203000
1017,120,5814,8,5,37,0.1,1036,184,1220,1360,1360,4,1,2,565,63,0.1,187500
1018,80,10784,7,5,30,76,0.1,384,384,802,1472,7,1,2,402,164,0.1,160000
1019,120,3013,7,5,16,145,16,1346,1362,1506,1506,6,1,2,440,142,20,213490
1020,20,7024,4,5,16,0.1,1024,108,1132,1132,1132,5,0.1,2,451,252,64,176000
1021,20,7406,7,5,15,84,684,515,1199,1220,1220,6,0.1,2,632,105,54,194000
1022,50,9439,5,5,91,0.1,324,588,912,912,1248,6,0.1,1,160,0.1,0.1,87000
1023,120,3182,7,5,16,14,16,1330,1346,1504,1504,7,1,2,437,156,20,191000
1024,20,15498,8,6,45,0.1,1165,0.1,1565,2898,2898,10,1,2,665,0.1,72,287000
1025,20,7700,5,5,49,0.1,138,276,882,882,882,5,0.1,2,461,96,0.1,112500
1026,20,9300,5,5,61,324,697,571,1268,1264,1264,6,2,2,461,0.1,0.1,167500
1027,20,9520,8,5,14,338,1513,125,1638,1646,1646,7,1,3,800,192,44,293077
1028,50,9492,5,5,80,0.1,368,359,768,968,1376,6,1,1,240,0.1,0.1,105000
1029,160,1680,6,7,49,281,317,355,672,672,1218,7,0.1,1,264,0.1,28,118000
1030,190,7082,5,8,105,0.1,0.1,686,686,948,1928,10,0.1,0.1,0.1,0.1,0.1,160000
1031,75,15863,7,3,101,0.1,523,301,824,1687,3082,12,2,2,672,136,63,197000
1032,60,14541,8,7,28,0.1,1012,326,1338,1352,2520,10,1,3,796,209,55,310000
1033,20,8125,7,5,19,295,986,668,1654,1654,1654,6,0.1,3,900,0.1,136,230000
1034,30,6305,5,7,83,0.1,0.1,920,920,954,954,5,1,1,240,0.1,0.1,119750
1035,20,11500,4,3,64,0.1,0.1,0.1,0.1,845,845,5,0.1,1,290,186,0.1,84000
1036,20,12898,9,5,14,70,1022,598,1620,1620,1620,6,1,3,912,228,0.1,315500
1037,60,9240,8,5,20,396,0.1,1055,1055,1055,2263,7,1,2,905,0.1,45,287000
1038,160,1533,4,6,51,0.1,0.1,546,546,798,1344,6,1,0.1,0.1,0.1,0.1,97000
1039,180,1477,4,4,51,0.1,509,121,630,630,630,3,0.1,1,286,0.1,0.1,80000
1040,20,13125,5,4,64,67,168,284,1134,1803,1803,8,1,2,484,0.1,0.1,155000
1041,60,9130,6,8,55,252,400,336,800,800,1632,7,0.1,2,484,0.1,40,173000
1042,120,5381,6,5,16,135,900,406,1306,1306,1306,5,1,2,624,170,63,196000
1043,60,11839,7,5,31,99,1085,390,1475,1532,2329,10,1,2,514,192,121,262280
1044,20,9600,8,5,40,0.1,1104,1420,2524,2524,2524,9,1,2,542,474,120,278000
1045,20,13680,3,5,66,0.1,0.1,0.1,0.1,1733,1733,8,1,2,452,0.1,0.1,139600
1046,60,16056,9,5,16,208,240,1752,1992,1992,2868,11,1,3,716,214,108,556581
1047,20,9245,5,5,27,0.1,686,304,990,990,990,5,0.1,2,672,0.1,0.1,145000
1048,20,21750,5,4,61,75,0.1,0.1,0.1,1771,1771,9,1,2,336,0.1,0.1,115000
1049,20,11100,4,7,75,0.1,0.1,0.1,0.1,930,930,6,0.1,1,308,0.1,0.1,84900
1050,20,8993,7,5,14,0.1,0.1,1302,1302,1302,1302,6,0.1,2,436,0.1,22,176485
1051,20,11175,7,5,14,0.1,0.1,1316,1316,1316,1316,6,1,2,440,0.1,20,200141
1052,60,9500,6,6,57,272,442,374,816,1127,1977,9,1,2,540,0.1,52,165000
1053,20,8562,5,6,64,145,383,833,1216,1526,1526,7,1,1,364,116,78,144500
1054,60,11367,8,5,19,210,932,133,1065,1091,1989,7,1,2,586,199,60,255000
1055,20,11361,6,5,45,160,644,549,1193,1523,1523,7,1,2,478,0.1,0.1,180000
1056,120,7052,7,5,16,240,659,705,1364,1364,1364,6,1,2,484,192,36,185850
1057,60,29959,7,6,27,0.1,595,378,973,979,1850,7,1,2,467,168,98,248000
1058,60,11308,9,5,13,154,936,168,1104,1130,2184,10,1,3,836,0.1,102,335000
1059,50,11275,6,7,89,480,297,0.1,854,1096,1991,7,1,2,432,0.1,0.1,220000
1060,120,4920,8,5,20,0.1,616,722,1338,1338,1338,6,0.1,2,582,0.1,0.1,213500
1061,30,18000,3,4,86,0.1,0.1,894,894,894,894,6,0.1,3,1248,0.1,20,81000
1062,190,13600,5,5,121,0.1,0.1,662,662,1422,2337,10,0.1,2,560,0.1,57,90000
1063,30,6000,6,6,96,0.1,397,706,1103,1103,1103,5,1,2,440,166,120,110500
1064,20,11000,5,6,55,200,740,184,1154,1154,1154,6,1,2,480,0.1,58,154000
1065,60,14000,7,5,25,0.1,1201,105,1306,1306,2260,7,0.1,2,533,296,44,328000
1066,60,7837,6,7,28,0.1,0.1,799,799,799,1571,7,1,2,380,0.1,40,178000
1067,60,9760,6,6,57,360,674,0.1,780,798,1611,7,0.1,2,442,328,128,167900
1068,160,3964,6,4,48,0.1,837,105,942,1291,2521,10,1,2,576,728,20,151400
1069,45,9600,5,7,72,0.1,220,625,845,893,893,4,0.1,2,576,0.1,0.1,135000
1070,20,10152,5,5,65,120,586,462,1048,1048,1048,6,0.1,1,286,0.1,20,135000
1071,60,11700,6,6,53,0.1,298,429,727,829,1556,8,0.1,2,441,0.1,0.1,154000
1072,50,7585,5,3,73,0.1,0.1,810,810,1002,1456,7,1,1,280,0.1,0.1,91500
1073,60,7950,6,6,44,140,535,155,690,698,1426,6,0.1,2,440,252,0.1,159500
1074,20,8556,7,5,15,0.1,0.1,1240,1240,1240,1240,5,0.1,3,826,140,93,194000
1075,70,13125,7,6,81,0.1,410,390,800,960,1740,6,2,1,240,0.1,0.1,219500
1076,50,10800,5,8,85,0.1,626,170,796,1096,1466,7,1,2,566,436,21,170000
1077,20,15870,5,5,52,0.1,75,230,1096,1096,1096,6,0.1,1,299,240,32,138800
1078,120,4435,6,5,17,169,662,186,848,848,848,3,1,2,420,140,0.1,155900
1079,20,8775,5,5,27,0.1,495,495,990,990,990,5,0.1,1,299,0.1,64,126000
1080,20,11040,6,7,50,144,656,602,1258,1258,1258,5,0.1,2,528,55,0.1,145000
1081,20,7500,5,5,58,0.1,824,216,1040,1040,1040,5,0.1,1,308,0.1,0.1,133000
1082,20,8749,7,5,19,100,0.1,1459,1459,1459,1459,6,1,2,527,192,39,192000
1083,20,8800,6,6,57,425,553,698,1251,1251,1251,6,2,1,461,0.1,116,160000
1084,60,13031,6,5,26,0.1,592,99,691,691,1498,6,1,2,409,315,44,187500
1085,85,9069,6,6,29,0.1,747,189,936,996,996,5,0.1,2,564,120,0.1,147000
1086,160,1974,4,5,48,0.1,334,212,546,546,1092,6,0.1,1,286,120,96,83500
1087,60,10574,8,5,16,0.1,0.1,1082,1082,1082,1953,9,1,3,1043,160,50,252000
1088,160,2522,7,5,17,50,0.1,970,970,970,1709,7,0.1,2,380,0.1,40,137500
1089,120,3316,8,5,16,0.1,1039,208,1247,1247,1247,4,1,2,550,0.1,84,197000
1090,90,8544,3,4,71,0.1,0.1,0.1,0.1,1040,1040,6,0.1,2,400,0.1,0.1,92900
1091,160,2160,7,5,22,212,510,90,600,624,1252,4,0.1,2,462,0.1,48,160000
1092,50,8400,6,5,96,0.1,423,758,1181,1390,1694,7,1,2,576,342,0.1,136500
1093,20,9230,5,8,56,166,661,203,864,1200,1200,6,0.1,2,884,0.1,64,146000
1094,20,5868,5,7,65,0.1,248,448,936,936,936,4,0.1,1,308,0.1,0.1,129000
1095,20,9317,6,5,15,0.1,24,1290,1314,1314,1314,6,1,2,440,0.1,22,176432
1096,70,6882,6,7,107,0.1,0.1,684,684,773,1355,7,0.1,0.1,0.1,136,0.1,127000
1097,120,3696,8,5,35,0.1,0.1,1074,1074,1088,1088,5,0.1,2,461,0.1,74,170000
1098,50,6000,4,6,85,0.1,672,0.1,672,757,1324,6,0.1,1,240,0.1,0.1,128000
1099,20,11880,7,5,43,206,704,567,1271,1601,1601,7,1,2,478,0.1,0.1,157000
1100,30,8400,2,5,101,0.1,290,0.1,290,438,438,3,0.1,1,246,0.1,0.1,60000
1101,20,9758,5,5,50,0.1,412,251,950,950,950,5,0.1,1,280,0.1,0.1,119500
1102,20,7000,5,7,61,45,588,422,1010,1134,1134,6,0.1,1,254,0.1,16,135000
1103,20,8910,6,6,62,0.1,655,0.1,655,1194,1194,6,1,2,539,0.1,0.1,159500
1104,160,2016,5,5,51,304,0.1,630,630,630,1302,6,0.1,2,440,0.1,0.1,106000
1105,60,12256,8,5,27,362,1032,431,1463,1500,2622,9,2,2,712,186,32,325000
1106,20,10357,7,5,31,0.1,738,172,910,1442,1442,6,1,2,719,0.1,244,179900
1107,60,23257,7,5,15,0.1,0.1,868,868,887,2021,9,1,2,422,0.1,100,274725
1108,60,8063,6,5,21,0.1,0.1,924,924,948,1690,7,1,2,463,100,48,181000
1109,20,11362,8,5,17,42,1039,797,1836,1836,1836,7,1,3,862,125,185,280000
1110,60,8000,6,5,26,0.1,219,554,773,773,1658,8,1,2,431,224,84,188000
1111,60,10480,7,6,45,660,403,400,803,1098,1964,8,1,2,483,0.1,69,205000
1112,20,7100,5,7,64,0.1,708,108,816,816,816,5,0.1,1,308,0.1,0.1,129900
1113,20,8923,5,7,68,0.1,643,365,1008,1008,1008,6,0.1,1,240,0.1,18,134500
1114,20,5400,5,7,67,0.1,415,418,833,833,833,4,0.1,1,326,0.1,0.1,117000
1115,20,12085,8,5,14,328,1004,730,1734,1734,1734,7,1,3,928,0.1,0.1,318000
1116,80,7750,8,5,19,0.1,353,55,408,779,1419,7,1,2,527,120,0.1,184100
1117,20,9764,5,7,54,0.1,702,192,894,894,894,5,0.1,2,450,0.1,0.1,130000
1118,80,13825,5,6,63,0.1,0.1,533,533,1021,1601,6,0.1,1,300,280,34,140000
1119,20,7560,5,5,62,0.1,369,671,1040,1040,1040,6,0.1,1,286,140,0.1,133700
1120,30,8263,6,5,101,0.1,0.1,1012,1012,1012,1012,6,1,1,308,0.1,22,118400
1121,20,10084,7,5,16,196,24,1528,1552,1552,1552,7,0.1,3,782,144,20,212900
1122,20,8926,4,3,65,0.1,0.1,672,672,960,960,5,0.1,1,288,64,0.1,112000
1123,20,9405,5,9,74,0.1,0.1,698,698,698,698,4,0.1,0.1,0.1,0.1,200,118000
1124,80,9125,7,5,29,170,0.1,384,384,812,1482,7,1,2,392,100,25,163900
1125,20,10434,4,5,66,0.1,0.1,1005,1005,1005,1005,5,1,2,672,0.1,0.1,115000
1126,120,3684,7,5,14,130,0.1,1373,1373,1555,1555,7,1,3,660,143,20,174000
1127,20,14572,7,5,17,0.1,1300,230,1530,1530,1530,7,1,3,630,144,36,259000
1128,60,11796,7,5,17,0.1,0.1,847,847,847,1959,8,1,2,434,100,48,215000
1129,90,7200,5,5,41,180,936,0.1,936,936,936,4,0.1,2,672,49,0.1,140000
1130,50,7804,4,3,93,0.1,622,500,1122,1328,1981,7,2,2,576,431,44,135000
1131,20,10712,5,5,30,0.1,212,762,974,974,974,5,0.1,0.1,0.1,0.1,28,93500
1132,70,9900,6,4,141,0.1,0.1,1008,1008,1178,2210,8,0.1,1,205,0.1,48,117500
1133,60,9828,8,5,26,0.1,584,544,1128,1142,2020,8,1,2,466,0.1,155,239500
1134,60,8773,6,5,24,0.1,0.1,916,916,916,1600,7,1,2,460,100,38,169000
1135,30,6180,6,5,95,0.1,0.1,960,960,986,986,5,1,1,180,0.1,128,102000
1136,50,9600,6,5,71,0.1,280,752,1032,1032,1252,6,0.1,1,288,0.1,0.1,119000
1137,50,6342,5,8,146,0.1,0.1,780,780,780,1020,6,0.1,0.1,0.1,0.1,0.1,94000
1138,20,9819,6,5,44,0.1,1567,0.1,1567,1567,1567,5,2,2,714,264,32,196000
1139,30,8731,5,5,101,0.1,645,270,915,1167,1167,6,1,2,495,0.1,0.1,144000
1140,20,7350,5,7,70,0.1,852,100,952,952,952,4,0.1,2,840,0.1,0.1,139000
1141,60,10304,5,7,45,44,381,399,780,1088,1868,9,1,2,484,448,96,197500
1142,60,9965,8,5,15,340,1150,316,1466,1466,2828,11,1,3,1052,125,144,424870
1143,20,9000,5,3,62,0.1,288,718,1006,1006,1006,5,0.1,0.1,0.1,0.1,24,80000
1144,190,12180,4,4,80,0.1,348,324,672,672,924,5,0.1,1,280,0.1,0.1,80000
1145,50,6240,5,6,93,0.1,0.1,1042,1042,1042,1576,8,1,1,225,0.1,0.1,149000
1146,20,11200,6,5,36,85,1258,40,1298,1298,1298,5,1,2,403,165,26,180000
1147,70,12000,7,7,80,0.1,275,429,704,860,1564,7,1,1,234,0.1,0.1,174500
1148,50,5700,7,7,95,0.1,0.1,572,572,572,1111,5,1,1,288,0.1,0.1,116900
1149,70,9000,7,9,101,0.1,624,26,650,832,1482,7,0.1,2,324,0.1,0.1,143000
1150,20,8280,6,5,71,0.1,0.1,932,932,932,932,4,1,1,306,0.1,0.1,124000
1151,20,17755,5,4,62,132,176,1290,1466,1466,1466,6,2,2,528,0.1,140,149900
1152,20,14115,6,7,65,0.1,296,230,1073,1811,1811,6,1,2,470,0.1,0.1,230000
1153,30,5890,6,8,91,0.1,538,278,816,816,816,5,0.1,1,432,0.1,0.1,120500
1154,60,13700,7,6,56,288,454,410,864,902,1820,8,2,2,492,60,84,201800
1155,20,10768,5,8,45,0.1,1157,280,1437,1437,1437,6,1,2,528,0.1,21,218000
1156,80,9350,5,8,56,0.1,633,586,1219,1265,1265,6,1,2,502,0.1,92,179900
1157,120,5001,7,5,14,166,904,410,1314,1314,1314,6,1,2,626,172,62,230000
1158,20,11932,8,5,14,186,0.1,1580,1580,1580,1580,7,0.1,3,830,0.1,24,235128
1159,60,9120,6,6,47,270,442,459,901,943,1876,8,1,2,540,0.1,69,185000
1160,160,2280,6,5,43,0.1,311,544,855,855,1456,7,1,2,440,26,0.1,146000
1161,20,14778,6,7,67,72,728,568,1296,1640,1640,7,1,2,924,108,0.1,224000
1162,20,8724,5,5,53,0.1,492,402,894,894,894,5,1,2,450,0.1,0.1,129000
1163,90,12900,4,4,52,0.1,1198,0.1,1198,1258,1258,6,0.1,2,400,120,0.1,108959
1164,80,16157,5,7,43,0.1,680,289,1360,1432,1432,5,1,2,588,168,180,194000
1165,20,9541,7,5,12,268,0.1,1502,1502,1502,1502,7,0.1,2,644,0.1,114,233170
1166,20,10475,8,5,13,72,0.1,1694,1694,1694,1694,7,0.1,3,776,160,33,245350
1167,60,10852,6,5,21,0.1,786,173,959,959,1671,7,1,2,472,0.1,38,173000
1168,70,13728,6,7,86,0.1,626,501,1127,1236,2108,7,2,2,540,0.1,0.1,235000
